SYMBOL,m_regions,beta_pooled,se_pooled,Q,Q_df,Q_p,I2,se_rho0.0,se_rho0.3,se_rho0.5,se_rho0.7,Q_FDR
ABHD4,5,0.8152862603848435,0.09385296526507428,3.8730929607376154,4,0.42345320959106814,0,0.09385296526507428,0.13920644380165714,0.1625581042801057,0.1829531102178356,0.9999215838732118
ABHD8,4,0.7668977765027372,0.09331491429744031,0.4960023722914285,3,0.9197687912052748,0,0.09331491429744031,0.1286257327973038,0.1475438344216612,0.16429786064964372,0.9999215838732118
ABI3,4,0.7027038859066188,0.13059483027577112,0.3443316810642575,3,0.9514861865164003,0,0.13059483027577112,0.1800125507292177,0.20648855715727607,0.22993592597449433,0.9999215838732118
ABLIM3,4,0.8109045973424701,0.09882741983623403,0.2483514418432684,3,0.9694302447330251,0,0.09882741983623403,0.1362241973065938,0.1562598709801021,0.1740036281966859,0.9999215838732118
ABTB1,4,0.6609274865106743,0.07025659720555454,0.44110407180860944,3,0.9316263872787692,0,0.07025659720555454,0.09684203610373293,0.11108543391128665,0.12369950403215427,0.9999215838732118
AC007325.2,5,1.91708540124456,0.11203301729413104,0.4637107813263064,4,0.9769362203854747,0,0.11203301729413104,0.16617181867229938,0.19404687807867765,0.21839255587886425,0.9999215838732118
AC011043.1,4,-1.1751715092445512,0.15827149476397953,0.16581370504367096,3,0.9829097488756648,0,0.15827149476397953,0.2181621999892886,0.25024920606679457,0.278665722273041,0.9999215838732118
AC013461.1,2,-0.6781853783400695,0.14052537968585702,0.07338746416406924,1,0.7864670163782976,0,0.14052537968585702,0.1602235845205398,0.17210773807060917,0.1832226786480109,0.9999215838732118
AC024592.12,5,1.538226918866611,0.12401039045705564,1.400781957463333,4,0.8440590970607275,0,0.12401039045705564,0.1839371340183517,0.214792296938075,0.24174075448087629,0.9999215838732118
AC069368.3,4,1.4176887460124645,0.24353325214465646,0.606872025532969,3,0.894857393874435,0,0.24353325214465646,0.3356874220317025,0.3850598813826001,0.4287845370235192,0.9999215838732118
ACAA1,3,0.6372139917226627,0.06131592630351218,0.07616211450034857,2,0.9626349091900639,0,0.06131592630351218,0.07755919358485092,0.08671381456789613,0.0949902245723136,0.9999215838732118
ACACB,5,0.7897191344361717,0.11329422267708361,0.28726116079328945,4,0.9906215953209515,0,0.11329422267708361,0.16804248856289333,0.19623134988073088,0.2208510977777052,0.9999215838732118
